h,k,l,Incident_Theta,Incident_Psi,Reflected_Theta,Reflected_Psi,IncidentXYZ_1,IncidentXYZ_2,IncidentXYZ_3,ReflectedXYZ_1,ReflectedXYZ_2,ReflectedXYZ_3,Intensity
7,3,3,-62.9302759682364,90.1,55.1034423784611,52.6976990405812,0.455073748445442,-0.890452040990816,-0.00174532836589814,0.455073748445441,0.65241645011238,0.606020345449372,793379.324092284
7,5,1,-61.9990746544803,90.1,61.3635305505088,78.4137268741118,0.469485107548544,-0.882938665830774,-0.00174532836589814,0.469485107548544,0.859794004936654,0.200843229572525,1680088.0762093
7,5,3,-77.6170508372563,90.1,74.3601885235289,52.6976990405812,0.214444339967034,-0.976734651215466,-0.00174532836589814,0.214444339967034,0.765998019551961,0.606020345449372,1989267.87197477
8,0,0,-54.1306759555157,90.1,54.1306759555157,90.1,0.585937686881273,-0.810354231753693,-0.00174532836589814,0.585937686881273,0.810354231753693,-0.00174532836589814,199002.427321181
8,0,2,-59.3802322102455,90.1,56.1757568229366,66.2071078539093,0.509337576885035,-0.860565039146825,-0.00174532836589814,0.509337576885035,0.760143424360562,0.403431787510949,794850.357193073
8,2,0,-56.6465988718214,90.1,56.6465988718214,90.1,0.549800735812719,-0.835294022921683,-0.00174532836589814,0.549800735812719,0.835294022921682,-0.00174532836589814,794850.357193073
8,2,2,-62.1295699355941,90.1,59.276606089771,66.2071078539093,0.467472934939202,-0.884005661140371,-0.00174532836589814,0.467472934939202,0.786582384702994,0.403431787510949,812801.062402374
8,4,0,-64.9589753930253,90.1,64.9589753930253,90.1,0.423266438165723,-0.906003574027938,-0.00174532836589814,0.423266438165723,0.906003574027938,-0.00174532836589814,918844.275348366
8,4,2,-71.9737672351961,90.1,70.233043753476,66.2071078539094,0.309451930083905,-0.950913485442415,-0.00174532836589814,0.309451930083906,0.861093662613462,0.403431787510948,2053547.48566234
9,1,1,-68.1641784378254,90.1,67.6858669507175,78.4137268741118,0.371947689664324,-0.928252050890418,-0.00174532836589814,0.371947689664323,0.906265365821871,0.200843229572525,994633.935987386
9,3,1,-76.2776758020535,90.1,75.9864995229158,78.4137268741118,0.237216312196146,-0.971455287214474,-0.00174532836589814,0.237216312196146,0.950468525708736,0.200843229572525,2914655.60745213
